NOM_SCIENTIFIQUE;NOM_LATIN
Hieracium ceratodon Arv.-Touv., 1888;Hieracium ceratodon
Hieracium cerdanum Arv.-Touv., 1886;Hieracium cerdanum
Hieracium cerinthoides L., 1753;Hieracium cerinthoides
Hieracium chaboissaei Arv.-Touv., 1879;Hieracium chaboissaei
Hieracium chaixianum Arv.-Touv. & Gaut., 1902;Hieracium chaixianum
Hieracium chalybaeum Arv.-Touv., 1894;Hieracium chalybaeum
Hieracium chamaecerinthe Arv.-Touv. & Gaut., 1908;Hieracium chamaecerinthe
Hieracium charbonnelii (Sudre) J.-M. Tison, 2021;Hieracium charbonnelii
Hieracium charrieri (Sudre) J.-M.Tison, 2021;Hieracium charrieri
Hieracium chenopodioides Arv.-Touv., 1913;Hieracium chenopodioides
Hieracium chevallieri Marçais & Timb.-Lagr., 1888;Hieracium chevallieri
Hieracium chlorifolium Arv.-Touv., 1871;Hieracium chlorifolium
Hieracium chlorophyllum Jord. ex Boreau, 1857;Hieracium chlorophyllum
Hieracium chloropsis Gren. & Godr., 1850;Hieracium chloropsis
Hieracium chondrillifolium Fr., 1862;Hieracium chondrillifolium
Hieracium chrysanthemoides Arv.-Touv. & Gaut., 1904;Hieracium chrysanthemoides
Hieracium chrysoglossum Arv.-Touv. & Gaut., 1905;Hieracium chrysoglossum
Hieracium ciavaletense (Zahn) J.-M.Tison, 2021;Hieracium ciavaletense
Hieracium cichoriaceum Arv.-Touv., 1888;Hieracium cichoriaceum
Hieracium cinerascens Jord., 1849;Hieracium cinerascens
Hieracium cirritoides (Zahn) Prain, 1913;Hieracium cirritoides
Hieracium cirrocephalum Arv.-Touv., 1872;Hieracium cirrocephalum
Hieracium closianum Arv.-Touv. & Gaut., 1908;Hieracium closianum
Hieracium coarctatum Arv.-Touv., 1888;Hieracium coarctatum
Hieracium coleoglaucum Arv.-Touv., 1913;Hieracium coleoglaucum
Hieracium colmeiroanum Arv.-Touv. & Gaut., 1908;Hieracium colmeiroanum
Hieracium colorhizum Arv.-Touv. & Gaut., 1904;Hieracium colorhizum
Hieracium colubrinum J-M.Tison, 2021;Hieracium colubrinum
Hieracium columnare Arv.-Touv., 1888;Hieracium columnare
Hieracium commixtum Jord., 1848;Hieracium commixtum
Hieracium compositum Lapeyr., 1813;Hieracium compositum
Hieracium concinnum Jord., 1849;Hieracium concinnum
Hieracium conicum Arv.-Touv., 1877;Hieracium conicum
Hieracium conjugatum Jord. ex Boreau, 1857;Hieracium conjugatum
Hieracium conringiifolium Arv.-Touv., 1881;Hieracium conringiifolium
Hieracium conringioides Belli, 1904;Hieracium conringioides
Hieracium consociatum Jord. ex Boreau, 1857;Hieracium consociatum
Hieracium constrictum Arv.-Touv., 1881;Hieracium constrictum
Hieracium conyzaceum Belli, 1904;Hieracium conyzaceum
Hieracium cordatum Scheele ex Costa, 1864;Hieracium cordatum
Hieracium coriifolium Arv.-Touv., 1888;Hieracium coriifolium
Hieracium coronariifolium Arv.-Touv., 1873;Hieracium coronariifolium
Hieracium corsicola (Zahn) J.-M.Tison, 2021;Hieracium corsicola
Hieracium cottetii Christener, 1870;Hieracium cottetii
Hieracium crenatifolium Arv.-Touv. & Gaut., 1897;Hieracium crenatifolium
Hieracium cretaceum Arv.-Touv. & Gaut., 1899;Hieracium cretaceum
Hieracium crinitum Sm., 1813;Hieracium crinitum
Hieracium crispulifolium (Arv.-Touv.) Arv.-Touv., 1913;Hieracium crispulifolium
Hieracium crocatum Fr., 1846;Hieracium crocatum
Hieracium cruentifrons (Zahn) J.-M.Tison, 2021;Hieracium cruentifrons
Hieracium cruentum Jord., 1849;Hieracium cruentum
Hieracium cryptadenophyllum (Zahn) J.-M.Tison, 2021;Hieracium cryptadenophyllum
Hieracium cryptadenum Arv.-Touv., 1894;Hieracium cryptadenum
Hieracium cryptanthum Arv.-Touv. & Marcailhou, 1891;Hieracium cryptanthum
Hieracium curvidens Jord., 1849;Hieracium curvidens
Hieracium cuspidatum Jord. ex Boreau, 1857;Hieracium cuspidatum
Hieracium dentatum Hoppe, 1817;Hieracium dentatum
Hieracium dentatum subsp. dentatum Hoppe, 1817;Hieracium dentatum
Hieracium depauperatum Jord., 1849;Hieracium depauperatum
Hieracium dermophyllum Arv.-Touv. & Briq., 1901;Hieracium dermophyllum
Hieracium diaphanoides Lindeb., 1882;Hieracium diaphanoides
Hieracium didieri (de Retz) Van Es & J.-M.Tison, 2021;Hieracium didieri
Hieracium dimorphotrichum Arv.-Touv. & Gaut., 1904;Hieracium dimorphotrichum
Hieracium dipsacifolium Arv.-Touv., 1886;Hieracium dipsacifolium
Hieracium divisum Jord., 1848;Hieracium divisum
Hieracium doronicifolium Arv.-Touv., 1875;Hieracium doronicifolium
Hieracium dryophilum Boreau, 1857;Hieracium dryophilum
Hieracium dumosum Jord., 1849;Hieracium dumosum
Hieracium elegantidens Zahn, 1916;Hieracium elegantidens
Hieracium epimedium Fr., 1862;Hieracium epimedium
Hieracium epimedium subsp. epimedium Fr., 1862;Hieracium epimedium
Hieracium erigerontinum Arv.-Touv., 1894;Hieracium erigerontinum
Hieracium erioleion Nägeli & Peter, 1889;Hieracium erioleion
Hieracium erioleucum Zahn, 1916;Hieracium erioleucum
Hieracium eriomallum J.-M.Tison & Greuter, 2013;Hieracium eriomallum
Hieracium eriophorum St.-Amans, 1801;Hieracium eriophorum
Hieracium eriopogon Arv.-Touv. & Gaut., 1897;Hieracium eriopogon
Hieracium erosulum Arv.-Touv. & Gaut., 1904;Hieracium erosulum
Hieracium erucifolium Arv.-Touv., 1881;Hieracium erucifolium
Hieracium euplecoides Sudre, 1917;Hieracium euplecoides
Hieracium eurybasis (Nägeli & Peter) Prain, 1913;Hieracium eurybasis
Hieracium excisum Arv.-Touv. & Faure, 1913;Hieracium excisum
Hieracium exilentum Arv.-Touv., 1888;Hieracium exilentum
Hieracium falcatum Arv.-Touv., 1873;Hieracium falcatum
Hieracium falcidens (Lamotte) Arv.-Touv., 1881;Hieracium falcidens
Hieracium fallens Jord. ex Boreau, 1857;Hieracium fallens
Hieracium farinulentum Jord., 1848;Hieracium farinulentum
Hieracium faucium (Sudre) A.W.Hill, 1929;Hieracium faucium
Hieracium favratii Muret ex Gremli, 1874;Hieracium favratii
Hieracium festinum Jord. ex Boreau, 1857;Hieracium festinum
Hieracium fictum Jord. ex Boreau, 1857;Hieracium fictum
Hieracium firmum Jord., 1848;Hieracium firmum
Hieracium flagelliferum Ravaud, 1877;Hieracium flagelliferum
Hieracium fontanesianum Arv.-Touv. & Gaut., 1908;Hieracium fontanesianum
Hieracium fouresii Sudre, 1915;Hieracium fouresii
Hieracium fragile Jord., 1849;Hieracium fragile
Hieracium franconicum Griseb., 1852;Hieracium franconicum
Hieracium frigidulum Arv.-Touv, 1913;Hieracium frigidulum
Hieracium froelichianum H.Buek, 1840;Hieracium froelichianum
Hieracium fruticetorum Jord. ex Boreau, 1857;Hieracium fruticetorum
Hieracium fulcratum Arv.-Touv., 1894;Hieracium fulcratum
Hieracium funebre J-M.Tison, 2021;Hieracium funebre
Hieracium fuscescens Boreau;Hieracium fuscescens
Hieracium fuscocinereum Norrl., 1888;Hieracium fuscocinereum
Hieracium fuxianum Rouy, 1905;Hieracium fuxianum
Hieracium gapense (Arv.-Touv.) J.-M.Tison, 2021;Hieracium gapense
Hieracium garganum Arv.-Touv., 1888;Hieracium garganum
Hieracium gariodianum Arv.-Touv., 1913;Hieracium gariodianum
Hieracium gastonianum Arv.-Touv., 1897;Hieracium gastonianum
Hieracium gaudinii Christener, 1863;Hieracium gaudinii
Hieracium gavarniense Arv.-Touv. & Gaut., 1904;Hieracium gavarniense
Hieracium gavellei de Retz, 1946;Hieracium gavellei
Hieracium gigantolobum (Zahn) J.-M.Tison, 2021;Hieracium gigantolobum
Hieracium girerdii Gottschl., 2004;Hieracium girerdii
Hieracium glabratum Hoppe ex Willd., 1803;Hieracium glabratum
Hieracium glanduliferum Hoppe, 1815;Hieracium glanduliferum
Hieracium glareosum J.Serres, 1855;Hieracium glareosum
Hieracium glauciniforme (Zahn) J.-M.Tison, 2021;Hieracium glauciniforme
Hieracium glaucinum Jord., 1848;Hieracium glaucinum
Hieracium glaucinum subsp. glauciniforme (Zahn) Greuter, 2008;Hieracium glaucinum
Hieracium glaucinum subsp. glaucinum Jord., 1848;Hieracium glaucinum
Hieracium glaucophylloides Sudre, 1912;Hieracium glaucophylloides
Hieracium glaucopsis Gren. & Godr., 1850;Hieracium glaucopsis
Hieracium glaucum All., 1773;Hieracium glaucum
Hieracium gnaphalodes Arv.-Touv., 1888;Hieracium gnaphalodes
Hieracium godetii Christener ex Godet, 1869;Hieracium godetii
Hieracium gombense Lagger & Christener, 1863;Hieracium gombense
Hieracium gothicum Fr., 1848;Hieracium gothicum
Hieracium gouanii Arv.-Touv., 1886;Hieracium gouanii
Hieracium grovesianum Arv.-Touv. ex Belli, 1897;Hieracium grovesianum
Hieracium halleri Vill., 1788;Hieracium halleri
Hieracium hastile Arv.-Touv. & Gaut., 1894;Hieracium hastile
Hieracium hecatadenum Arv.-Touv. & Gaut., 1904;Hieracium hecatadenum
Hieracium hemiplecoides Arv.-Touv. & Gaut., 1904;Hieracium hemiplecoides
Hieracium hemiplecum Arv.-Touv., 1877;Hieracium hemiplecum
Hieracium heterodon Arv.-Touv., 1880;Hieracium heterodon
Hieracium heterospermum Arv.-Touv., 1880;Hieracium heterospermum
Hieracium hirsutum Bernh. ex Froel., 1838;Hieracium hirsutum
Hieracium hispanicum Arv.-Touv., 1883;Hieracium hispanicum
Hieracium hololeucum Arv.-Touv. & A.Faure, 1904;Hieracium hololeucum
Hieracium holoplecum (Sudre) J.-M.Tison, 2021;Hieracium holoplecum
Hieracium hugueninianum Arv.-Touv. ex Briq., 1901;Hieracium hugueninianum
Hieracium humile Jacq., 1777;Hieracium humile
Hieracium huteri Hausm., 1857;Hieracium huteri
Hieracium hypericifolium Arv.-Touv., 1876;Hieracium hypericifolium
Hieracium hypochoeroides Gibson, 1844;Hieracium hypochoeroides
Hieracium hypoplecum (Arv.-Touv.) Arv.-Touv. & Gaut., 1899;Hieracium hypoplecum
Hieracium incisoides Arv.-Touv. & Gaut., 1897;Hieracium incisoides
Hieracium incisum Hoppe, 1815;Hieracium incisum
Hieracium inclinatum Arv.-Touv., 1888;Hieracium inclinatum
Hieracium inquinatum Jord. ex Boreau, 1857;Hieracium inquinatum
Hieracium insignitum Jeanb. & Timb.-Lagr., 1879;Hieracium insignitum
Hieracium insuetum Jord. ex Boreau, 1857;Hieracium insuetum
Hieracium insulanum Litard., 1909;Hieracium insulanum
Hieracium intertextum Arv.-Touv., 1871;Hieracium intertextum
Hieracium intricatum Arv.-Touv., 1876;Hieracium intricatum
Hieracium intybaceum All., 1773;Hieracium intybaceum
Hieracium intybelloides Arv.-Touv. & Gaut., 1907;Hieracium intybelloides
Hieracium inuloides Tausch, 1837;Hieracium inuloides
Hieracium irriguum (Fr.) Dahlst., 1894;Hieracium irriguum
Hieracium isolanum (Besse & Zahn) Zahn, 1916;Hieracium isolanum
Hieracium issleri Touton & Zahn, 1914;Hieracium issleri
Hieracium jaceoides Arv.-Touv., 1873;Hieracium jaceoides
Hieracium jaubertianum Timb.-Lagr. & Loret, 1858;Hieracium jaubertianum
Hieracium juranum Rapin, 1842;Hieracium juranum
Hieracium jurassicum Griseb., 1853;Hieracium jurassicum
Hieracium kaeserianum Zahn, 1901;Hieracium kaeserianum
Hieracium kerneri Ausserd. ex Zahn, 1901;Hieracium kerneri
Hieracium kochianum Jord., 1849;Hieracium kochianum
Hieracium kuekenthalianum (Zahn) Zahn, 1909;Hieracium kuekenthalianum
Hieracium L., 1753;Hieracium L
Hieracium lacerum Reut. ex Fr., 1862;Hieracium lacerum
Hieracium lachenalii Suter, 1802;Hieracium lachenalii
Hieracium lactucifolium Arv.-Touv., 1873;Hieracium lactucifolium
Hieracium laevifrons Sudre, 1898;Hieracium laevifrons
Hieracium laevigatum subsp. laevigatum Willd., 1803;Hieracium laevigatum
Hieracium laevigatum Willd., 1803;Hieracium laevigatum
Hieracium lagascanum Arv.-Touv. & Gaut., 1901;Hieracium lagascanum
Hieracium lamprophyllum Scheele, 1862;Hieracium lamprophyllum
Hieracium lamyi F.W.Schultz, 1855;Hieracium lamyi
Hieracium lanatum Vill., 1779;Hieracium lanatum
Hieracium lanceolatum Vill., 1788;Hieracium lanceolatum
Hieracium lancidens Prain, 1913;Hieracium lancidens
Hieracium langei Fr., 1862;Hieracium langei
Hieracium lannesianum Arv.-Touv., 1913;Hieracium lannesianum
Hieracium lanseanum Arv.-Touv., 1872;Hieracium lanseanum
Hieracium lantoscanum Burnat & Gremli, 1883;Hieracium lantoscanum
Hieracium laureolum Arv.-Touv., 1876;Hieracium laureolum
Hieracium lawsonii Vill., 1779;Hieracium lawsonii
Hieracium legraeanum Arv.-Touv., 1897;Hieracium legraeanum
Hieracium legrandianum Arv.-Touv., 1884;Hieracium legrandianum
Hieracium leiobium J.-M.Tison, 2021;Hieracium leiobium
Hieracium leiopogon Gren. ex Verl., 1872;Hieracium leiopogon
Hieracium lemanianum Arv.-Touv. ex Briq., 1899;Hieracium lemanianum
Hieracium leontodontoides Arv.-Touv. & Briq., 1894;Hieracium leontodontoides
Hieracium leucochlorum Arv.-Touv., 1873;Hieracium leucochlorum
Hieracium leucophaeum Gren. & Godr., 1850;Hieracium leucophaeum
Hieracium leve J.-M.Tison, 2021;Hieracium leve
Hieracium levicaule Jord., 1848;Hieracium levicaule
Hieracium levicaule subsp. levicaule Jord., 1848;Hieracium levicaule
Hieracium levicaule subsp. oligochristum Zahn, 1921;Hieracium levicaule
Hieracium ligusticum Fr., 1848;Hieracium ligusticum
Hieracium liottardii Vill., 1779;Hieracium liottardii
Hieracium longifolium Hornem., 1819;Hieracium longifolium
Hieracium lychnioides Arv.-Touv., 1873;Hieracium lychnioides
Hieracium lychnitis Scheele, 1862;Hieracium lychnitis
Hieracium lycopifolioides (Zahn) Prain, 1905;Hieracium lycopifolioides
Hieracium lycopifolium Froel., 1838;Hieracium lycopifolium
Hieracium lysanum Arv.-Touv. & Gaut., 1904;Hieracium lysanum
Hieracium maculatum Schrank, 1789;Hieracium maculatum
Hieracium maculatum subsp. schistogenes Sudre, 1902;Hieracium maculatum
Hieracium maestum Arv.-Touv. & Gaut., 1897;Hieracium maestum
Hieracium mallophorum (Nägeli & Peter) J.-M.Tison, 2021;Hieracium mallophorum
Hieracium marsillyanum Arv.-Touv., 1913;Hieracium marsillyanum
Hieracium massoniae Favrat, 1892;Hieracium massoniae
Hieracium medium Jord., 1849;Hieracium medium
Hieracium melanadenophorum (Romieux & Zahn) J.-M.Tison, 2021;Hieracium melanadenophorum
Hieracium melanocephalum Tausch, 1828;Hieracium melanocephalum
Hieracium melanops Arv.-Touv., 1888;Hieracium melanops
Hieracium melanops subsp. melanops Arv.-Touv., 1888;Hieracium melanops
Hieracium melanops subsp. pseudopraeustum (Zahn) Greuter, 2008;Hieracium melanops
Hieracium melanopsiforme (Zahn) J.-M.Tison, 2021;Hieracium melanopsiforme
Hieracium mendiolanum Arv.-Touv. & Gaut., 1908;Hieracium mendiolanum
Hieracium merxmuelleri de Retz, 1980;Hieracium merxmuelleri
Hieracium mespilifolium Arv.-Touv., 1876;Hieracium mespilifolium
Hieracium metallicorum Gottschl., 2006;Hieracium metallicorum
Hieracium microdolichaetum (Zahn) J.-M.Tison, 2021;Hieracium microdolichaetum
Hieracium mixtum Froel., 1838;Hieracium mixtum
Hieracium molinerianum Arv.-Touv. & Gaut., 1904;Hieracium molinerianum
Hieracium monnieri Arv.-Touv., 1902;Hieracium monnieri
Hieracium monregalense Burnat & Gremli, 1883;Hieracium monregalense
Hieracium morisianum Zahn, 1906;Hieracium morisianum
Hieracium mucronatum Arv.-Touv. & Gaut., 1897;Hieracium mucronatum
Hieracium muellerianum Arv.-Touv. & Gaut.;Hieracium muellerianum
Hieracium murorum L., 1753;Hieracium murorum
Hieracium murorum subsp. murorum L., 1753;Hieracium murorum
Hieracium murrianum Arv.-Touv. ex Murr, 1893;Hieracium murrianum
Hieracium mutelii Arv.-Touv., 1881;Hieracium mutelii
Hieracium naevuliferum Jord. ex Boreau, 1857;Hieracium naevuliferum
Hieracium nemorense Jord., 1848;Hieracium nemorense
Hieracium neocerinthe Fr., 1848;Hieracium neocerinthe
Hieracium neochlorum Arv.-Touv. & Gaut., 1904;Hieracium neochlorum
Hieracium neoleontodon Arv.-Touv. & Gaut., 1908;Hieracium neoleontodon
Hieracium neopicris Arv.-Touv., 1881;Hieracium neopicris
Hieracium neoprenanthes Arv.-Touv., 1887;Hieracium neoprenanthes
Hieracium neurophyllum Arv.-Touv., 1888;Hieracium neurophyllum
Hieracium neyranum Arv.-Touv., 1883;Hieracium neyranum
Hieracium nigratum (Murr & Zahn) Prain, 1913;Hieracium nigratum
Hieracium nigrescens Willd., 1803;Hieracium nigrescens
Hieracium nigritellum Arv.-Touv., 1871;Hieracium nigritellum
Hieracium nobile Gren. & Godr., 1850;Hieracium nobile
Hieracium nouletii (Zahn) J.-M.Tison, 2021;Hieracium nouletii
Hieracium obliquum Jord., 1848;Hieracium obliquum
Hieracium oblongum Jord., 1849;Hieracium oblongum
Hieracium obovatum Lapeyr., 1818;Hieracium obovatum
Hieracium occitanicum Jord., 1849;Hieracium occitanicum
Hieracium odontinum Arv.-Touv., 1897;Hieracium odontinum
Hieracium oenochroum Jord. ex Rouy, 1905;Hieracium oenochroum
Hieracium oligocephalum Arv.-Touv., 1876;Hieracium oligocephalum
Hieracium olivaceum Gren. & Godr., 1850;Hieracium olivaceum
Hieracium onosmoides Fr., 1848;Hieracium onosmoides
Hieracium oreiocephalum Zahn, 1921;Hieracium oreiocephalum
Hieracium ormeanum (Zahn) J.-M.Tison, 2021;Hieracium ormeanum
Hieracium orsierae Gottschl., 2011;Hieracium orsierae
Hieracium orthoglossum Arv.-Touv. & Gaut., 1904;Hieracium orthoglossum
Hieracium oxyodon Fr., 1848;Hieracium oxyodon
Hieracium pallidifolium Jord. ex Boreau, 1857;Hieracium pallidifolium
Hieracium pallidifrons Sudre, 1900;Hieracium pallidifrons
Hieracium pallidulum Jord. ex Boreau, 1857;Hieracium pallidulum
Hieracium pallidum Biv., 1838;Hieracium pallidum
Hieracium pamphili Arv.-Touv., 1873;Hieracium pamphili
Hieracium parcepilosum Arv.-Touv., 1888;Hieracium parcepilosum
Hieracium patens Bartl., 1850;Hieracium patens
Hieracium paucifoliatum Jord. ex Boreau, 1857;Hieracium paucifoliatum
Hieracium paucinaevum Jord., 1857;Hieracium paucinaevum
Hieracium pedatifolium Omang, 1910;Hieracium pedatifolium
Hieracium pedemontanum Burnat & Gremli, 1883;Hieracium pedemontanum
Hieracium pellucidum Van Es & J.-M.Tison, 2021 [nom. illeg. hom.];Hieracium pellucidum
Hieracium peltifolium Arv.-Touv., 1913;Hieracium peltifolium
Hieracium percissum Jord. ex Boreau, 1857;Hieracium percissum
Hieracium perpropinquum (Zahn) Druce, 1928;Hieracium perpropinquum
Hieracium petiolare Jord., 1849;Hieracium petiolare
Hieracium petrosae (Zahn) J.-M.Tison, 2013;Hieracium petrosae
Hieracium petryanum Zahn, 1923;Hieracium petryanum
Hieracium phaeoprasum Arv.-Touv., 1913;Hieracium phaeoprasum
Hieracium phlomoides Froel., 1838;Hieracium phlomoides
Hieracium picroides Vill., 1812;Hieracium picroides
Hieracium pictum Schleich. ex Pers., 1807;Hieracium pictum
Hieracium piliferum Hoppe, 1799;Hieracium piliferum
Hieracium pilosum Schleich. ex Froel., 1838;Hieracium pilosum
Hieracium planchonianum Timb.-Lagr. & Loret, 1858;Hieracium planchonianum
Hieracium plantagineum Arv.-Touv., 1881;Hieracium plantagineum
Hieracium platycerinthe Arv.-Touv. & Gaut., 1908;Hieracium platycerinthe
Hieracium plecophyllum Arv.-Touv. & Gaut., 1894;Hieracium plecophyllum
Hieracium plumbagineum Arv.-Touv., 1913;Hieracium plumbagineum
Hieracium pollichiae Sch.Bip., 1853;Hieracium pollichiae
Hieracium porrectum Fr., 1848;Hieracium porrectum
Hieracium praeclarum Arv.-Touv., 1913;Hieracium praeclarum
Hieracium praetensum Arv.-Touv. & Briq., 1899;Hieracium praetensum
Hieracium prasinifolium Jord. ex Boreau, 1857;Hieracium prasinifolium
Hieracium prasinops Touton & Zahn, 1907;Hieracium prasinops
Hieracium prasiophaeum Arv.-Touv. & Gaut., 1894;Hieracium prasiophaeum
Hieracium prenanthoides Vill., 1779;Hieracium prenanthoides
Hieracium prenanthomorphum Nägeli & Peter, 1886;Hieracium prenanthomorphum
Hieracium prionatum Arv.-Touv., 1888;Hieracium prionatum
Hieracium provinciale Jord., 1849;Hieracium provinciale
Hieracium pseuderiophorum Loret & Timb.-Lagr., 1858;Hieracium pseuderiophorum
Hieracium pseudocerinthe (Gaudin) W.D.J.Koch, 1846;Hieracium pseudocerinthe
Hieracium pseudocerinthoides (Arv.-Touv.) Arv.-Touv. & Gaut., 1903;Hieracium pseudocerinthoides
Hieracium pseudocirritum (Favre) Touton & Zahn, 1905;Hieracium pseudocirritum
Hieracium pseudoconsociatum (Didier & Zahn) J.-M.Tison, 2021;Hieracium pseudoconsociatum
Hieracium pseudocorymbosum Gremli, 1883;Hieracium pseudocorymbosum
Hieracium pseudoglanduliferum (Zahn) Prain, 1913;Hieracium pseudoglanduliferum
Hieracium pseudojuranum Arv.-Touv., 1876;Hieracium pseudojuranum
Hieracium pseudolacerum J.-M.Tison, 2021;Hieracium pseudolacerum
Hieracium pseudolanatiforme (Zahn) J.-M.Tison, 2021;Hieracium pseudolanatiforme
Hieracium pseudolanatum Arv.-Touv., 1871;Hieracium pseudolanatum
Hieracium pseudomonomeres (Zahn) J.-M.Tison, 2021;Hieracium pseudomonomeres
Hieracium pseudopenninum (Zahn) Prain, 1905;Hieracium pseudopenninum
Hieracium pseudopraecox (Zahn) Prain, 1921;Hieracium pseudopraecox
Hieracium pseudosauzei J.-M.Tison, 2021;Hieracium pseudosauzei
Hieracium pseudoviride Arv.-Touv., 1876;Hieracium pseudoviride
Hieracium pseudumbrosum (Zahn) J.-M.Tison, 2021;Hieracium pseudumbrosum
Hieracium pteropogon Arv.-Touv., 1879;Hieracium pteropogon
Hieracium pulchellum Gren., 1853;Hieracium pulchellum
Hieracium pulchrum Arv.-Touv., 1887;Hieracium pulchrum
Hieracium pulmonarioides Vill., 1779;Hieracium pulmonarioides
Hieracium pulviscapum Arv.-Touv., 1913;Hieracium pulviscapum
Hieracium purpurascens Scheele ex Willk., 1865;Hieracium purpurascens
Hieracium quartzitae Van Es, Abdulhak & J.-M.Tison, 2021;Hieracium quartzitae
Hieracium querceticola Jord. ex Boreau, 1857;Hieracium querceticola
Hieracium racemosum Waldst. & Kit. ex Willd., 1803;Hieracium racemosum
Hieracium ragusinoides Arv.-Touv. & St.-Yves, 1908;Hieracium ragusinoides
Hieracium ramondii Griseb., 1852;Hieracium ramondii
Hieracium ramosissimum Schleich. ex Hegetschw., 1831;Hieracium ramosissimum
